PAWN						S_PAWN						KNIGHT						S_KNIGHT					
초급검	1	15	0.2	도+1	2000 	초급검	1	15	0.26	도+1	1538 	초급검	1 	15 	0.3	도+1	1333 	초급검	1	15	0.5	도+1	800 
	1	15	0.1	도+2	4000 		1	15	0.13	도+2	3077 		1 	15 	0.15	도+2	2667 		1	15	0.25	도+2	1600 
	1	15	0.4	장검+0	1000 		1	15	0.52	장검+0	769 		1 	15 	0.6	장검+0	667 		1	15	1	장검+0	400 
	1	15	0.2	장검+1	2000 		1	15	0.26	장검+1	1538 		1 	15 	0.3	장검+1	1333 		1	15	0.5	장검+1	800 
	1	15	0.1	장검+2	4000 		1	15	0.13	장검+2	3077 		1 	15 	0.15	장검+2	2667 		1	15	0.25	장검+2	1600 
	1	15	0.4	월도+0	1000 		1	15	0.52	월도+0	769 		1 	15 	0.6	월도+0	667 		1	15	1	월도+0	400 
	1	15	0.2	월도+1	2000 		1	15	0.26	월도+1	1538 		1 	15 	0.3	월도+1	1333 		1	15	0.5	월도+1	800 
	1	15	0.1	월도+2	4000 		1	15	0.13	월도+2	3077 		1 	15 	0.15	월도+2	2667 		1	15	0.25	월도+2	1600 
	5	15	0.4	세검+0	1000 		5	15	0.52	세검+0	769 		5 	15 	0.6	세검+0	667 		5	15	1	세검+0	400 
	5	15	0.2	세검+1	2000 		5	15	0.26	세검+1	1538 		5 	15 	0.3	세검+1	1333 		5	15	0.5	세검+1	800 
	5	15	0.1	세검+2	4000 		5	15	0.13	세검+2	3077 		5 	15 	0.15	세검+2	2667 		5	15	0.25	세검+2	1600 
	5	15	0.2	낭아도+0	2000 		5	15	0.26	낭아도+0	1538 		5 	15 	0.3	낭아도+0	1333 		5	15	0.5	낭아도+0	800 
	5	15	0.1	낭아도+1	4000 		5	15	0.13	낭아도+1	3077 		5 	15 	0.15	낭아도+1	2667 		5	15	0.25	낭아도+1	1600 
	5	15	0.04	낭아도+2	10000 		5	15	0.052	낭아도+2	7692 		5 	15 	0.06	낭아도+2	6667 		5	15	0.1	낭아도+2	4000 
초급양손검	1	15	0.4	대도+0	1000 	초급양손검	1	15	0.52	대도+0	769 	초급양손검	1 	15 	0.6	대도+0	667 	초급양손검	1	15	1	대도+0	400 
	1	15	0.2	대도+1	2000 		1	15	0.26	대도+1	1538 		1 	15 	0.3	대도+1	1333 		1	15	0.5	대도+1	800 
	1	15	0.1	대도+2	4000 		1	15	0.13	대도+2	3077 		1 	15 	0.15	대도+2	2667 		1	15	0.25	대도+2	1600 
	1	15	0.4	장창+0	1000 		1	15	0.52	장창+0	769 		1 	15 	0.6	장창+0	667 		1	15	1	장창+0	400 
	1	15	0.2	장창+1	2000 		1	15	0.26	장창+1	1538 		1 	15 	0.3	장창+1	1333 		1	15	0.5	장창+1	800 
	1	15	0.1	장창+2	4000 		1	15	0.13	장창+2	3077 		1 	15 	0.15	장창+2	2667 		1	15	0.25	장창+2	1600 
	1	15	0.4	단두도+0	1000 		1	15	0.52	단두도+0	769 		1 	15 	0.6	단두도+0	667 		1	15	1	단두도+0	400 
	1	15	0.2	단두도+1	2000 		1	15	0.26	단두도+1	1538 		1 	15 	0.3	단두도+1	1333 		1	15	0.5	단두도+1	800 
	1	15	0.1	단두도+2	4000 		1	15	0.13	단두도+2	3077 		1 	15 	0.15	단두도+2	2667 		1	15	0.25	단두도+2	1600 
	5	15	0.4	쇄후쌍구+0	1000 		5	15	0.52	쇄후쌍구+0	769 		5 	15 	0.6	쇄후쌍구+0	667 		5	15	1	쇄후쌍구+0	400 
	5	15	0.2	쇄후쌍구+1	2000 		5	15	0.26	쇄후쌍구+1	1538 		5 	15 	0.3	쇄후쌍구+1	1333 		5	15	0.5	쇄후쌍구+1	800 
	5	15	0.1	쇄후쌍구+2	4000 		5	15	0.13	쇄후쌍구+2	3077 		5 	15 	0.15	쇄후쌍구+2	2667 		5	15	0.25	쇄후쌍구+2	1600 
	5	15	0.2	선인극+0	2000 		5	15	0.26	선인극+0	1538 		5 	15 	0.3	선인극+0	1333 		5	15	0.5	선인극+0	800 
	5	15	0.1	선인극+1	4000 		5	15	0.13	선인극+1	3077 		5 	15 	0.15	선인극+1	2667 		5	15	0.25	선인극+1	1600 
	5	15	0.04	선인극+2	10000 		5	15	0.052	선인극+2	7692 		5 	15 	0.06	선인극+2	6667 		5	15	0.1	선인극+2	4000 
초급두손검	1	15	0.2	단도+1	2000 	초급두손검	1	15	0.26	단도+1	1538 	초급두손검	1 	15 	0.3	단도+1	1333 	초급두손검	1	15	0.5	단도+1	800 
	1	15	0.1	단도+2	4000 		1	15	0.13	단도+2	3077 		1 	15 	0.15	단도+2	2667 		1	15	0.25	단도+2	1600 
	1	15	0.4	아미자+0	1000 		1	15	0.52	아미자+0	769 		1 	15 	0.6	아미자+0	667 		1	15	1	아미자+0	400 
	1	15	0.2	아미자+1	2000 		1	15	0.26	아미자+1	1538 		1 	15 	0.3	아미자+1	1333 		1	15	0.5	아미자+1	800 
	1	15	0.1	아미자+2	4000 		1	15	0.13	아미자+2	3077 		1 	15 	0.15	아미자+2	2667 		1	15	0.25	아미자+2	1600 
	1	15	0.4	서역단도+0	1000 		1	15	0.52	서역단도+0	769 		1 	15 	0.6	서역단도+0	667 		1	15	1	서역단도+0	400 
	1	15	0.2	서역단도+1	2000 		1	15	0.26	서역단도+1	1538 		1 	15 	0.3	서역단도+1	1333 		1	15	0.5	서역단도+1	800 
	1	15	0.1	서역단도+2	4000 		1	15	0.13	서역단도+2	3077 		1 	15 	0.15	서역단도+2	2667 		1	15	0.25	서역단도+2	1600 
	5	15	0.4	구치구+0	1000 		5	15	0.52	구치구+0	769 		5 	15 	0.6	구치구+0	667 		5	15	1	구치구+0	400 
	5	15	0.2	구치구+1	2000 		5	15	0.26	구치구+1	1538 		5 	15 	0.3	구치구+1	1333 		5	15	0.5	구치구+1	800 
	5	15	0.1	구치구+2	4000 		5	15	0.13	구치구+2	3077 		5 	15 	0.15	구치구+2	2667 		5	15	0.25	구치구+2	1600 
	5	15	0.2	천축단도+0	2000 		5	15	0.26	천축단도+0	1538 		5 	15 	0.3	천축단도+0	1333 		5	15	0.5	천축단도+0	800 
	5	15	0.1	천축단도+1	4000 		5	15	0.13	천축단도+1	3077 		5 	15 	0.15	천축단도+1	2667 		5	15	0.25	천축단도+1	1600 
	5	15	0.04	천축단도+2	10000 		5	15	0.052	천축단도+2	7692 		5 	15 	0.06	천축단도+2	6667 		5	15	0.1	천축단도+2	4000 
초급활	1	15	0.4	단궁+0	1000 	초급활	1	15	0.52	단궁+0	769 	초급활	1 	15 	0.6	단궁+0	667 	초급활	1	15	1	단궁+0	400 
	1	15	0.2	단궁+1	2000 		1	15	0.26	단궁+1	1538 		1 	15 	0.3	단궁+1	1333 		1	15	0.5	단궁+1	800 
	1	15	0.1	단궁+2	4000 		1	15	0.13	단궁+2	3077 		1 	15 	0.15	단궁+2	2667 		1	15	0.25	단궁+2	1600 
	1	15	0.4	장궁+0	1000 		1	15	0.52	장궁+0	769 		1 	15 	0.6	장궁+0	667 		1	15	1	장궁+0	400 
	1	15	0.2	장궁+1	2000 		1	15	0.26	장궁+1	1538 		1 	15 	0.3	장궁+1	1333 		1	15	0.5	장궁+1	800 
	1	15	0.1	장궁+2	4000 		1	15	0.13	장궁+2	3077 		1 	15 	0.15	장궁+2	2667 		1	15	0.25	장궁+2	1600 
	1	15	0.4	합성궁+0	1000 		1	15	0.52	합성궁+0	769 		1 	15 	0.6	합성궁+0	667 		1	15	1	합성궁+0	400 
	1	15	0.2	합성궁+1	2000 		1	15	0.26	합성궁+1	1538 		1 	15 	0.3	합성궁+1	1333 		1	15	0.5	합성궁+1	800 
	1	15	0.1	합성궁+2	4000 		1	15	0.13	합성궁+2	3077 		1 	15 	0.15	합성궁+2	2667 		1	15	0.25	합성궁+2	1600 
	5	15	0.4	전궁+0	1000 		5	15	0.52	전궁+0	769 		5 	15 	0.6	전궁+0	667 		5	15	1	전궁+0	400 
	5	15	0.2	전궁+1	2000 		5	15	0.26	전궁+1	1538 		5 	15 	0.3	전궁+1	1333 		5	15	0.5	전궁+1	800 
	5	15	0.1	전궁+2	4000 		5	15	0.13	전궁+2	3077 		5 	15 	0.15	전궁+2	2667 		5	15	0.25	전궁+2	1600 
	5	15	0.2	기마장궁+0	2000 		5	15	0.26	기마장궁+0	1538 		5 	15 	0.3	기마장궁+0	1333 		5	15	0.5	기마장궁+0	800 
	5	15	0.1	기마장궁+1	4000 		5	15	0.13	기마장궁+1	3077 		5 	15 	0.15	기마장궁+1	2667 		5	15	0.25	기마장궁+1	1600 
	5	15	0.04	기마장궁+2	10000 		5	15	0.052	기마장궁+2	7692 		5 	15 	0.06	기마장궁+2	6667 		5	15	0.1	기마장궁+2	4000 
초급방울	1	15	0.4	동령+0	1000 	초급방울	1	15	0.52	동령+0	769 	초급방울	1 	15 	0.6	동령+0	667 	초급방울	1	15	1	동령+0	400 
	1	15	0.2	동령+1	2000 		1	15	0.26	동령+1	1538 		1 	15 	0.3	동령+1	1333 		1	15	0.5	동령+1	800 
	1	15	0.1	동령+2	4000 		1	15	0.13	동령+2	3077 		1 	15 	0.15	동령+2	2667 		1	15	0.25	동령+2	1600 
	1	15	0.4	은령+0	1000 		1	15	0.52	은령+0	769 		1 	15 	0.6	은령+0	667 		1	15	1	은령+0	400 
	1	15	0.2	은령+1	2000 		1	15	0.26	은령+1	1538 		1 	15 	0.3	은령+1	1333 		1	15	0.5	은령+1	800 
	1	15	0.1	은령+2	4000 		1	15	0.13	은령+2	3077 		1 	15 	0.15	은령+2	2667 		1	15	0.25	은령+2	1600 
	5	15	0.2	금령+0	2000 		5	15	0.26	금령+0	1538 		5 	15 	0.3	금령+0	1333 		5	15	0.5	금령+0	800 
	5	15	0.1	금령+1	4000 		5	15	0.13	금령+1	3077 		5 	15 	0.15	금령+1	2667 		5	15	0.25	금령+1	1600 
	5	15	0.04	금령+2	10000 		5	15	0.052	금령+2	7692 		5 	15 	0.06	금령+2	6667 		5	15	0.1	금령+2	4000 
초급부채	1	15	0.2	백선+1	2000 	초급부채	1	15	0.26	백선+1	1538 	초급부채	1 	15 	0.3	백선+1	1333 	초급부채	1	15	0.5	백선+1	800 
	1	15	0.1	백선+2	4000 		1	15	0.13	백선+2	3077 		1 	15 	0.15	백선+2	2667 		1	15	0.25	백선+2	1600 
	1	15	0.4	철편선+0	1000 		1	15	0.52	철편선+0	769 		1 	15 	0.6	철편선+0	667 		1	15	1	철편선+0	400 
	1	15	0.2	철편선+1	2000 		1	15	0.26	철편선+1	1538 		1 	15 	0.3	철편선+1	1333 		1	15	0.5	철편선+1	800 
	1	15	0.1	철편선+2	4000 		1	15	0.13	철편선+2	3077 		1 	15 	0.15	철편선+2	2667 		1	15	0.25	철편선+2	1600 
	1	15	0.4	흑호선+0	1000 		1	15	0.52	흑호선+0	769 		1 	15 	0.6	흑호선+0	667 		1	15	1	흑호선+0	400 
	1	15	0.2	흑호선+1	2000 		1	15	0.26	흑호선+1	1538 		1 	15 	0.3	흑호선+1	1333 		1	15	0.5	흑호선+1	800 
	1	15	0.1	흑호선+2	4000 		1	15	0.13	흑호선+2	3077 		1 	15 	0.15	흑호선+2	2667 		1	15	0.25	흑호선+2	1600 
	1	15	0.4	학익선+0	1000 		1	15	0.52	학익선+0	769 		1 	15 	0.6	학익선+0	667 		1	15	1	학익선+0	400 
	1	15	0.2	학익선+1	2000 		1	15	0.26	학익선+1	1538 		1 	15 	0.3	학익선+1	1333 		1	15	0.5	학익선+1	800 
	1	15	0.1	학익선+2	4000 		1	15	0.13	학익선+2	3077 		1 	15 	0.15	학익선+2	2667 		1	15	0.25	학익선+2	1600 
	5	15	0.2	공작선+0	2000 		5	15	0.26	공작선+0	1538 		5 	15 	0.3	공작선+0	1333 		5	15	0.5	공작선+0	800 
	5	15	0.1	공작선+1	4000 		5	15	0.13	공작선+1	3077 		5 	15 	0.15	공작선+1	2667 		5	15	0.25	공작선+1	1600 
	5	15	0.04	공작선+2	10000 		5	15	0.052	공작선+2	7692 		5 	15 	0.06	공작선+2	6667 		5	15	0.1	공작선+2	4000 
초급무사갑옷	1	15	0.2	나한갑+0	2000 	초급무사갑옷	1	15	0.26	나한갑+0	1538 	초급무사갑옷	1 	15 	0.3	나한갑+0	1333 	초급무사갑옷	1	15	0.5	나한갑+0	800 
	1	15	0.08	나한갑+1	5000 		1	15	0.104	나한갑+1	3846 		1 	15 	0.12	나한갑+1	3333 		1	15	0.2	나한갑+1	2000 
	1	15	0.032	나한갑+2	12500 		1	15	0.0416	나한갑+2	9615 		1 	15 	0.048	나한갑+2	8333 		1	15	0.08	나한갑+2	5000 
	5	15	0.2	기륭갑+0	2000 		5	15	0.26	기륭갑+0	1538 		5 	15 	0.3	기륭갑+0	1333 		5	15	0.5	기륭갑+0	800 
	5	15	0.08	기륭갑+1	5000 		5	15	0.104	기륭갑+1	3846 		5 	15 	0.12	기륭갑+1	3333 		5	15	0.2	기륭갑+1	2000 
	5	15	0.032	기륭갑+2	12500 		5	15	0.0416	기륭갑+2	9615 		5 	15 	0.048	기륭갑+2	8333 		5	15	0.08	기륭갑+2	5000 
